user_id,test_time,Pligt-Preben,Præstations-Preben,Perfektionist-Preben,Pyt-Preben
f5649826-cfe5-11ee-a457-574b9fcf517c,2024-02-22 12:23:05.498889,2,2,0,1
f5649826-cfe5-11ee-a457-574b9fcf517c,2024-02-22 12:24:15.434140,2,2,0,1
f5649826-cfe5-11ee-a457-574b9fcf517c,2024-02-22 12:24:48.123487,1,3,0,1
f5649826-cfe5-11ee-a457-574b9fcf517c,2024-02-22 12:25:40.039444,2,2,0,1
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 14:56:41.948499,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 14:57:59.786618,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 15:04:03.263446,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 15:09:20.683432,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 15:11:22.928102,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 15:20:15.612306,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 15:22:15.757728,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 15:26:27.451687,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 15:41:47.529835,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 15:47:28.086193,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 15:49:20.663403,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 15:49:56.791472,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 16:22:57.285939,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 16:26:26.761508,1,1,1,2
391ebd76-d347-11ee-a01b-7f1ac92436fe,2024-02-27 16:27:06.367407,1,1,1,2
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 00:10:19.325302,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 00:29:31.755922,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 00:31:15.291481,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 00:31:58.941659,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 14:54:28.534709,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 14:56:17.869866,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 14:57:17.379314,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 15:01:20.602771,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 15:02:28.189559,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 15:05:19.773835,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 15:06:43.241256,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 15:10:01.696412,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 15:10:25.476313,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-28 15:11:32.492458,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-29 00:02:47.597919,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-29 00:03:09.969590,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-02-29 00:09:04.484778,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-03-01 09:02:30.197228,2,1,1,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-03-01 09:03:10.226982,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-08 09:19:46.897685,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-08 09:20:01.012647,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-08 09:21:05.590597,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-08 09:21:11.142329,2,0,2,1
fa92bd74-dd02-11ee-93f5-8851fb72e208,2024-03-08 09:21:44.314993,2,0,2,1
<built-in function id>,2024-03-08 09:26:22.982926,2,0,2,1
<built-in function id>,2024-03-08 09:27:01.331186,2,0,2,1
<built-in function id>,2024-03-08 09:29:21.793217,2,0,2,1
<built-in function id>,2024-03-08 09:29:37.107492,2,0,2,1
<built-in function id>,2024-03-08 09:31:27.855304,2,0,2,1
<built-in function id>,2024-03-08 09:32:45.477194,2,0,2,1
<built-in function id>,2024-03-08 09:35:57.726012,2,0,2,1
<built-in function id>,2024-03-08 09:37:11.339990,2,0,2,1
fa92bd74-dd02-11ee-93f5-8851fb72e208,2024-03-10 01:16:39.329680,2,0,2,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:17:32.130736,2,0,2,1
<built-in function id>,2024-03-10 01:19:04.917705,2,0,2,1
<built-in function id>,2024-03-10 01:20:18.109834,2,0,2,1
2ee8cdf8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:21:17.315817,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:30:18.030480,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:30:20.452458,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:30:21.947450,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:30:31.736355,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:52:10.665037,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:52:14.680011,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:53:14.191433,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:53:30.087283,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:53:51.641080,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:54:04.332994,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:54:07.877930,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:54:31.497549,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:54:43.151604,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:55:06.394157,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:55:26.863182,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 01:58:08.956640,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:00:02.572565,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:00:20.526626,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:08:22.547420,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:08:40.153220,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:09:49.398000,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:22:20.271410,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:22:49.642327,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:23:19.247333,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:24:01.436931,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:24:16.548119,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:24:28.029672,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:24:39.357575,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:24:51.628453,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:25:05.803316,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:25:36.413031,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 02:25:54.805857,2,0,2,1
2e6556a8-d3d6-11ee-8cc7-d30038768d30,2024-03-10 03:05:26.486556,2,0,2,1
6302963d-e097-11ee-a83f-d85ed31cba42,2024-03-12 21:39:34.755276,2,0,0,2
6302963d-e097-11ee-a83f-d85ed31cba42,2024-03-12 21:39:40.173821,2,0,0,2
c50f92a0-e097-11ee-a994-d85ed31cba42,2024-03-12 21:42:35.232399,2,0,2,0
83f358be-e098-11ee-938c-d85ed31cba42,2024-03-12 21:48:24.897769,1,0,0,2
a4c96c83-e098-11ee-a4c9-d85ed31cba42,2024-03-12 21:48:26.562145,0,0,0,5
a4c96c83-e098-11ee-a4c9-d85ed31cba42,2024-03-12 21:48:26.562145,0,0,0,5
a5f582fc-e098-11ee-b3a4-d85ed31cba42,2024-03-12 21:48:31.479895,2,0,1,1
a4c96c83-e098-11ee-a4c9-d85ed31cba42,2024-03-12 21:50:40.219218,0,0,0,5
a5f582fc-e098-11ee-b3a4-d85ed31cba42,2024-03-12 21:50:40.246146,2,0,1,1
a5f582fc-e098-11ee-b3a4-d85ed31cba42,2024-03-12 21:50:44.222376,2,0,1,1
83f358be-e098-11ee-938c-d85ed31cba42,2024-03-12 21:50:45.213703,1,0,0,2
a5f582fc-e098-11ee-b3a4-d85ed31cba42,2024-03-12 21:50:45.232652,2,0,1,1
a4c96c83-e098-11ee-a4c9-d85ed31cba42,2024-03-12 21:51:04.011768,0,0,0,5
83f358be-e098-11ee-938c-d85ed31cba42,2024-03-12 21:51:05.300019,1,0,0,2
a5f582fc-e098-11ee-b3a4-d85ed31cba42,2024-03-12 21:51:06.217005,2,0,1,1
a5f582fc-e098-11ee-b3a4-d85ed31cba42,2024-03-12 21:51:11.067341,2,0,1,1
1f0b617b-e099-11ee-bcfe-d85ed31cba42,2024-03-12 21:51:53.966531,1,0,0,3
1f0b617b-e099-11ee-bcfe-d85ed31cba42,2024-03-12 21:53:33.230343,1,0,0,3
7c07ec43-e099-11ee-b669-d85ed31cba42,2024-03-12 21:54:38.503994,1,0,1,2
7c07ec43-e099-11ee-b669-d85ed31cba42,2024-03-12 21:54:38.503994,1,0,1,2
7c07ec43-e099-11ee-b669-d85ed31cba42,2024-03-12 21:59:43.236725,1,0,1,2
7c07ec43-e099-11ee-b669-d85ed31cba42,2024-03-12 21:59:44.211197,1,0,1,2
57f4f496-e09a-11ee-ba67-d85ed31cba42,2024-03-12 22:00:43.796906,0,0,1,2
57f4f496-e09a-11ee-ba67-d85ed31cba42,2024-03-12 22:02:42.232979,0,0,1,2
2ec2da72-e09b-11ee-b2e2-d85ed31cba42,2024-03-12 22:07:53.337456,0,0,1,1
2ec2da72-e09b-11ee-b2e2-d85ed31cba42,2024-03-12 22:09:17.232583,0,0,1,1
a86b6178-e09b-11ee-a903-d85ed31cba42,2024-03-12 22:10:06.537425,2,0,0,3
a86b6178-e09b-11ee-a903-d85ed31cba42,2024-03-12 22:11:39.248520,2,0,0,3
a86b6178-e09b-11ee-a903-d85ed31cba42,2024-03-12 22:11:42.227186,2,0,0,3
a86b6178-e09b-11ee-a903-d85ed31cba42,2024-03-12 22:11:45.226488,2,0,0,3
a86b6178-e09b-11ee-a903-d85ed31cba42,2024-03-12 22:12:03.216240,2,0,0,3
a86b6178-e09b-11ee-a903-d85ed31cba42,2024-03-12 22:12:07.223054,2,0,0,3
a86b6178-e09b-11ee-a903-d85ed31cba42,2024-03-12 22:12:16.220175,2,0,0,3
a86b6178-e09b-11ee-a903-d85ed31cba42,2024-03-12 22:12:32.224638,2,0,0,3
184ce3cd-e09c-11ee-8585-d85ed31cba42,2024-03-12 22:12:32.257550,2,0,0,3
38876509-e09c-11ee-b981-d85ed31cba42,2024-03-12 22:14:08.651768,2,0,0,3
38876509-e09c-11ee-b981-d85ed31cba42,2024-03-12 22:15:17.222355,2,0,0,3
38876509-e09c-11ee-b981-d85ed31cba42,2024-03-12 22:15:39.391106,2,0,0,3
89043bc4-e09c-11ee-83b3-d85ed31cba42,2024-03-12 22:16:21.063115,1,0,0,2
a72a813a-e09c-11ee-8e36-d85ed31cba42,2024-03-12 22:17:13.926362,0,0,0,4
3f00a646-e09d-11ee-bf61-d85ed31cba42,2024-03-12 22:21:25.461919,1,0,1,3
c71993a9-e09f-11ee-80f0-d85ed31cba42,2024-03-12 22:39:33.065374,1,0,0,4
c7946d22-e09f-11ee-84cc-d85ed31cba42,2024-03-12 22:39:34.761069,0,0,1,3
c7f66c09-e09f-11ee-bffc-d85ed31cba42,2024-03-12 22:39:35.451007,0,0,1,2
73aa8534-e0a0-11ee-9ff9-d85ed31cba42,2024-03-12 22:44:39.447601,1,0,0,3
73aa8534-e0a0-11ee-9ff9-d85ed31cba42,2024-03-12 22:44:39.447601,1,0,0,3
73caf07b-e0a0-11ee-8e76-d85ed31cba42,2024-03-12 22:44:40.560771,1,0,0,4
742fa5ae-e0a0-11ee-9936-d85ed31cba42,2024-03-12 22:44:41.244938,1,0,1,3
73aa8534-e0a0-11ee-9ff9-d85ed31cba42,2024-03-12 22:48:02.218268,1,0,0,3
73caf07b-e0a0-11ee-8e76-d85ed31cba42,2024-03-12 22:48:02.222258,1,0,0,4
742fa5ae-e0a0-11ee-9936-d85ed31cba42,2024-03-12 22:48:06.227525,1,0,1,3
73caf07b-e0a0-11ee-8e76-d85ed31cba42,2024-03-12 22:48:06.224532,1,0,0,4
2ebe1e51-e0a1-11ee-be9b-d85ed31cba42,2024-03-12 22:49:37.661465,0,0,0,5
2f395344-e0a1-11ee-9212-d85ed31cba42,2024-03-12 22:49:38.543633,1,0,1,2
2f8b643b-e0a1-11ee-b108-d85ed31cba42,2024-03-12 22:49:39.385894,0,0,3,0
8fa6f6c2-e0a1-11ee-9ea0-d85ed31cba42,2024-03-12 22:52:19.743102,1,0,2,2
8fa6f6c2-e0a1-11ee-9ea0-d85ed31cba42,2024-03-12 22:52:19.745097,1,0,2,2
8ff2990a-e0a1-11ee-bbc6-d85ed31cba42,2024-03-12 22:52:20.409687,1,0,0,4
8ff2990a-e0a1-11ee-bbc6-d85ed31cba42,2024-03-12 22:52:20.408663,1,0,0,4
903bf315-e0a1-11ee-b697-d85ed31cba42,2024-03-12 22:52:20.998039,0,0,1,4
8fa6f6c2-e0a1-11ee-9ea0-d85ed31cba42,2024-03-12 22:57:40.217057,1,0,2,2
903bf315-e0a1-11ee-b697-d85ed31cba42,2024-03-12 22:57:40.230022,0,0,1,4
8fa6f6c2-e0a1-11ee-9ea0-d85ed31cba42,2024-03-12 22:58:55.225979,1,0,2,2
c570b707-e0a2-11ee-83c2-d85ed31cba42,2024-03-12 23:01:06.651788,2,0,0,3
f873de56-e0a2-11ee-ab5b-d85ed31cba42,2024-03-12 23:02:38.426188,2,0,0,3
fb415880-e0a2-11ee-9f9e-d85ed31cba42,2024-03-12 23:03:39.670501,1,0,0,3
fb415880-e0a2-11ee-9f9e-d85ed31cba42,2024-03-12 23:03:39.672499,1,0,0,3
f26af1dc-e135-11ee-8b62-d85ed31cba42,2024-03-13 16:34:44.067026,1,0,1,3
86e3c51a-e136-11ee-a163-d85ed31cba42,2024-03-13 16:38:39.851891,3,0,1,1
da5dda82-e136-11ee-83cd-d85ed31cba42,2024-03-13 16:41:18.936629,0,0,0,4
5567e623-e137-11ee-8912-d85ed31cba42,2024-03-13 16:44:32.004180,0,0,0,3
bcd39748-e137-11ee-9363-d85ed31cba42,2024-03-13 16:47:33.280081,0,0,0,4
36ee113a-e138-11ee-9b59-d85ed31cba42,2024-03-13 16:51:07.360699,0,0,0,4
9bf6add2-e138-11ee-9685-d85ed31cba42,2024-03-13 16:54:20.764440,1,0,2,1
2d3d9f7e-e139-11ee-a135-d85ed31cba42,2024-03-13 16:57:51.011779,0,0,0,3
d454f7a9-e139-11ee-9d6a-d85ed31cba42,2024-03-13 17:02:34.288222,0,0,0,4
215547c7-e13a-11ee-8b65-d85ed31cba42,2024-03-13 17:04:38.747393,0,0,0,4
abcb2bb3-e13a-11ee-b7c0-d85ed31cba42,2024-03-13 17:08:45.121384,0,0,0,5
54e254c8-e13b-11ee-ab58-d85ed31cba42,2024-03-13 17:13:13.857653,0,0,0,4
54e254c8-e13b-11ee-ab58-d85ed31cba42,2024-03-13 17:15:15.004896,1,0,1,2
f6a7f077-e13b-11ee-8210-d85ed31cba42,2024-03-13 17:17:50.380075,2,0,0,3
2d33ac2d-e13c-11ee-af05-d85ed31cba42,2024-03-13 17:19:08.602141,0,0,1,4
